동별,구분별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
용문동,외국인주민 자녀(출생),외국인주민 총괄(동별),,41,32,30,31,44,40,39
이촌1동,합계,외국인주민 총괄(동별),,"1,495","1,471","1,407","1,536","1,642","1,468","1,343"
이촌1동,외국인근로자,외국인주민 총괄(동별),,42,29,27,24,17,26,23
이촌1동,결혼이민자,외국인주민 총괄(동별),,53,97,115,114,110,143,134
이촌1동,유학생,외국인주민 총괄(동별),,5,***,***,***,***,*,*
이촌1동,외국국적동포,외국인주민 총괄(동별),,431,341,361,313,320,403,347
이촌1동,기타외국인,외국인주민 총괄(동별),,739,813,760,916,"1,001",693,641
이촌1동,한국국적을 취득한 자,외국인주민 총괄(동별),,43,36,26,33,32,31,34
이촌1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,182,151,117,135,159,169,162
이촌2동,합계,외국인주민 총괄(동별),,235,187,192,230,270,228,191
이촌2동,외국인근로자,외국인주민 총괄(동별),,9,6,***,6,14,8,*
이촌2동,결혼이민자,외국인주민 총괄(동별),,35,34,28,36,31,31,24
이촌2동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
이촌2동,외국국적동포,외국인주민 총괄(동별),,55,42,56,50,57,55,42
이촌2동,기타외국인,외국인주민 총괄(동별),,63,59,53,79,100,71,59
이촌2동,한국국적을 취득한 자,외국인주민 총괄(동별),,27,14,10,14,14,14,19
이촌2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,45,31,39,44,52,48,44
이태원1동,합계,외국인주민 총괄(동별),,"1,546","1,509","1,575","2,690","2,917","2,174","1,987"
이태원1동,외국인근로자,외국인주민 총괄(동별),,237,208,168,146,108,144,139
이태원1동,결혼이민자,외국인주민 총괄(동별),,82,78,80,78,68,69,72
이태원1동,유학생,외국인주민 총괄(동별),,49,52,46,51,48,57,91
이태원1동,외국국적동포,외국인주민 총괄(동별),,156,134,122,115,116,147,142
이태원1동,기타외국인,외국인주민 총괄(동별),,917,951,"1,084","2,226","2,499","1,684","1,475"
이태원1동,한국국적을 취득한 자,외국인주민 총괄(동별),,42,41,36,36,32,33,29
이태원1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,63,45,39,38,46,40,39
이태원2동,합계,외국인주민 총괄(동별),,"1,509","1,523","1,783","1,760","1,985","1,690","1,721"
이태원2동,외국인근로자,외국인주민 총괄(동별),,370,345,312,283,291,330,338
이태원2동,결혼이민자,외국인주민 총괄(동별),,97,116,103,112,106,109,122
이태원2동,유학생,외국인주민 총괄(동별),,41,49,73,81,73,78,99
이태원2동,외국국적동포,외국인주민 총괄(동별),,150,136,141,127,134,148,128
이태원2동,기타외국인,외국인주민 총괄(동별),,732,778,"1,075","1,070","1,291",944,940
이태원2동,한국국적을 취득한 자,외국인주민 총괄(동별),,45,33,29,28,28,25,32
이태원2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,74,66,50,59,62,56,62
서빙고동,합계,외국인주민 총괄(동별),,866,810,702,998,"1,100",859,801
서빙고동,외국인근로자,외국인주민 총괄(동별),,66,55,40,43,40,39,35
서빙고동,결혼이민자,외국인주민 총괄(동별),,34,52,64,68,67,72,66
서빙고동,유학생,외국인주민 총괄(동별),,12,12,7,8,7,8,12
서빙고동,외국국적동포,외국인주민 총괄(동별),,183,123,144,140,131,188,153
서빙고동,기타외국인,외국인주민 총괄(동별),,487,502,388,674,783,472,464
서빙고동,한국국적을 취득한 자,외국인주민 총괄(동별),,28,23,27,29,25,21,16
서빙고동,외국인주민 자녀(출생),외국인주민 총괄(동별),,56,43,32,36,47,59,55
보광동,합계,외국인주민 총괄(동별),,"1,471","1,582","1,596","1,756","2,139","1,985","1,832"
보광동,외국인근로자,외국인주민 총괄(동별),,213,187,176,166,166,162,161
보광동,결혼이민자,외국인주민 총괄(동별),,111,116,131,133,131,118,111
보광동,유학생,외국인주민 총괄(동별),,35,49,63,68,112,92,86
보광동,외국국적동포,외국인주민 총괄(동별),,177,181,186,168,155,150,159
보광동,기타외국인,외국인주민 총괄(동별),,731,829,845,"1,024","1,377","1,269","1,115"
보광동,한국국적을 취득한 자,외국인주민 총괄(동별),,111,117,117,118,111,110,107
보광동,외국인주민 자녀(출생),외국인주민 총괄(동별),,93,103,78,79,87,84,93
청파동,합계,외국인주민 총괄(동별),,"1,248","1,258","1,247","1,269","1,248","1,093","1,042"
청파동,외국인근로자,외국인주민 총괄(동별),,232,205,164,166,150,133,93
청파동,결혼이민자,외국인주민 총괄(동별),,86,92,94,87,91,91,85
청파동,유학생,외국인주민 총괄(동별),,287,308,334,313,280,211,255
청파동,외국국적동포,외국인주민 총괄(동별),,182,197,194,196,161,164,162
청파동,기타외국인,외국인주민 총괄(동별),,300,288,302,350,397,333,283
청파동,한국국적을 취득한 자,외국인주민 총괄(동별),,104,104,105,104,104,96,94
청파동,외국인주민 자녀(출생),외국인주민 총괄(동별),,57,64,54,53,65,65,70
원효로1동,합계,외국인주민 총괄(동별),,686,728,763,857,836,702,719
원효로1동,외국인근로자,외국인주민 총괄(동별),,86,66,51,47,45,49,45
원효로1동,결혼이민자,외국인주민 총괄(동별),,54,69,76,69,71,69,68
원효로1동,유학생,외국인주민 총괄(동별),,16,39,29,33,27,34,40
원효로1동,외국국적동포,외국인주민 총괄(동별),,158,142,148,144,121,135,136
원효로1동,기타외국인,외국인주민 총괄(동별),,256,322,371,467,470,321,325
원효로1동,한국국적을 취득한 자,외국인주민 총괄(동별),,38,36,40,45,38,36,39
원효로1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,78,54,48,52,64,58,66
한강로동,합계,외국인주민 총괄(동별),,"1,588","1,485","1,478","1,820","1,930","2,058","2,093"
한강로동,외국인근로자,외국인주민 총괄(동별),,163,155,124,127,111,115,108
한강로동,결혼이민자,외국인주민 총괄(동별),,60,69,81,83,76,104,130
한강로동,유학생,외국인주민 총괄(동별),,14,25,26,20,19,28,24
한강로동,외국국적동포,외국인주민 총괄(동별),,311,266,284,299,295,378,345
한강로동,기타외국인,외국인주민 총괄(동별),,868,855,863,"1,177","1,310","1,292","1,338"
한강로동,한국국적을 취득한 자,외국인주민 총괄(동별),,81,57,57,48,41,46,42
한강로동,외국인주민 자녀(출생),외국인주민 총괄(동별),,91,58,43,66,78,95,106
한남동,합계,외국인주민 총괄(동별),,"2,667","2,639","3,130","3,692","3,993","3,190","2,969"
한남동,외국인근로자,외국인주민 총괄(동별),,364,330,303,307,262,312,274
한남동,결혼이민자,외국인주민 총괄(동별),,126,155,156,152,166,210,206
한남동,유학생,외국인주민 총괄(동별),,45,47,51,45,66,64,82
한남동,외국국적동포,외국인주민 총괄(동별),,462,380,439,397,378,509,448
한남동,기타외국인,외국인주민 총괄(동별),,"1,390","1,505","1,973","2,575","2,873","1,827","1,688"
한남동,한국국적을 취득한 자,외국인주민 총괄(동별),,107,99,96,93,89,85,86
한남동,외국인주민 자녀(출생),외국인주민 총괄(동별),,173,123,112,123,159,183,185
성동구,합계,외국인주민 총괄(동별),,"12,063","12,151","12,604","13,555","14,042","12,886","12,447"
성동구,외국인근로자,외국인주민 총괄(동별),,"2,565","2,218","1,901","1,985","1,748","1,454","1,206"
성동구,결혼이민자,외국인주민 총괄(동별),,843,"1,034","1,109","1,163","1,115","1,130","1,085"
성동구,유학생,외국인주민 총괄(동별),,"1,717","1,952","2,265","2,490","2,753","2,509","2,754"
성동구,외국국적동포,외국인주민 총괄(동별),,"2,163","2,065","2,334","2,290","2,233","2,373","2,239"
성동구,기타외국인,외국인주민 총괄(동별),,"2,581","2,740","2,827","3,379","3,925","3,186","2,912"
성동구,한국국적을 취득한 자,외국인주민 총괄(동별),,"1,138","1,148","1,170","1,164","1,087","1,068","1,040"
성동구,외국인주민 자녀(출생),외국인주민 총괄(동별),,"1,056",994,998,"1,084","1,181","1,166","1,211"
왕십리2동,합계,외국인주민 총괄(동별),,562,579,617,632,710,644,674
왕십리2동,외국인근로자,외국인주민 총괄(동별),,140,103,111,98,93,77,73
왕십리2동,결혼이민자,외국인주민 총괄(동별),,35,60,62,66,64,68,55
왕십리2동,유학생,외국인주민 총괄(동별),,57,69,72,75,111,80,134
왕십리2동,외국국적동포,외국인주민 총괄(동별),,113,110,128,119,128,127,122
왕십리2동,기타외국인,외국인주민 총괄(동별),,108,100,130,156,190,169,157
왕십리2동,한국국적을 취득한 자,외국인주민 총괄(동별),,63,70,66,66,67,70,73
왕십리2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,46,67,48,52,57,53,60
마장동,합계,외국인주민 총괄(동별),,967,"1,025","1,054","1,119","1,198","1,160","1,138"
마장동,외국인근로자,외국인주민 총괄(동별),,178,154,134,135,140,116,94
마장동,결혼이민자,외국인주민 총괄(동별),,74,90,88,86,83,94,81
마장동,유학생,외국인주민 총괄(동별),,206,253,262,255,270,249,290
마장동,외국국적동포,외국인주민 총괄(동별),,108,94,114,122,130,146,135
마장동,기타외국인,외국인주민 총괄(동별),,201,231,247,280,312,287,277
마장동,한국국적을 취득한 자,외국인주민 총괄(동별),,111,110,115,131,135,136,133
마장동,외국인주민 자녀(출생),외국인주민 총괄(동별),,89,93,94,110,128,132,128
사근동,합계,외국인주민 총괄(동별),,"1,393","1,604","1,845","2,057","2,174","2,056","2,090"
사근동,외국인근로자,외국인주민 총괄(동별),,69,77,83,83,68,63,75
사근동,결혼이민자,외국인주민 총괄(동별),,36,32,34,35,29,32,28
사근동,유학생,외국인주민 총괄(동별),,908,"1,073","1,244","1,354","1,421","1,302","1,413"
사근동,외국국적동포,외국인주민 총괄(동별),,57,60,64,67,68,70,68
사근동,기타외국인,외국인주민 총괄(동별),,281,312,367,468,538,538,466
사근동,한국국적을 취득한 자,외국인주민 총괄(동별),,16,20,24,25,24,29,19
사근동,외국인주민 자녀(출생),외국인주민 총괄(동별),,26,30,29,25,26,22,21
행당1동,합계,외국인주민 총괄(동별),,659,668,643,734,774,529,536
행당1동,외국인근로자,외국인주민 총괄(동별),,118,101,84,94,77,58,41
행당1동,결혼이민자,외국인주민 총괄(동별),,37,36,32,47,50,47,51
행당1동,유학생,외국인주민 총괄(동별),,135,172,205,226,246,113,133
행당1동,외국국적동포,외국인주민 총괄(동별),,115,104,107,89,82,78,74
행당1동,기타외국인,외국인주민 총괄(동별),,141,145,121,186,227,142,142
행당1동,한국국적을 취득한 자,외국인주민 총괄(동별),,71,73,61,51,49,41,43
행당1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,42,37,33,41,43,50,52
행당2동,합계,외국인주민 총괄(동별),,275,247,240,212,241,228,230
행당2동,외국인근로자,외국인주민 총괄(동별),,24,15,14,11,12,12,15
행당2동,결혼이민자,외국인주민 총괄(동별),,36,47,45,40,36,40,42
행당2동,유학생,외국인주민 총괄(동별),,19,***,5,7,11,7,11
행당2동,외국국적동포,외국인주민 총괄(동별),,68,50,54,43,47,55,44
행당2동,기타외국인,외국인주민 총괄(동별),,56,56,55,52,68,49,52
행당2동,한국국적을 취득한 자,외국인주민 총괄(동별),,24,34,27,21,23,22,23
행당2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,48,42,40,38,44,43,43
응봉동,합계,외국인주민 총괄(동별),,170,163,145,160,167,150,155
응봉동,외국인근로자,외국인주민 총괄(동별),,10,8,6,8,9,5,6
응봉동,결혼이민자,외국인주민 총괄(동별),,23,29,28,31,29,37,37
응봉동,유학생,외국인주민 총괄(동별),,***,5,***,7,***,*,*
응봉동,외국국적동포,외국인주민 총괄(동별),,39,32,26,27,25,25,27
응봉동,기타외국인,외국인주민 총괄(동별),,31,40,22,37,47,25,19
응봉동,한국국적을 취득한 자,외국인주민 총괄(동별),,16,14,15,16,9,11,14
응봉동,외국인주민 자녀(출생),외국인주민 총괄(동별),,47,35,45,34,44,43,51
금호1가동,합계,외국인주민 총괄(동별),,201,174,185,199,273,253,226
금호1가동,외국인근로자,외국인주민 총괄(동별),,11,14,13,8,13,10,11
금호1가동,결혼이민자,외국인주민 총괄(동별),,28,28,32,43,48,58,57
금호1가동,유학생,외국인주민 총괄(동별),,***,***,***,***,***,*,*
금호1가동,외국국적동포,외국인주민 총괄(동별),,37,34,40,32,47,47,43
금호1가동,기타외국인,외국인주민 총괄(동별),,50,42,36,49,83,54,34
금호1가동,한국국적을 취득한 자,외국인주민 총괄(동별),,27,25,27,31,29,35,32
금호1가동,외국인주민 자녀(출생),외국인주민 총괄(동별),,47,30,36,34,51,46,46
금호4가동,합계,외국인주민 총괄(동별),,375,349,342,380,438,444,414
금호4가동,외국인근로자,외국인주민 총괄(동별),,56,40,29,35,22,19,14
금호4가동,결혼이민자,외국인주민 총괄(동별),,35,54,62,60,60,67,64
금호4가동,유학생,외국인주민 총괄(동별),,***,***,***,8,33,27,27
금호4가동,외국국적동포,외국인주민 총괄(동별),,126,93,113,106,103,133,111
금호4가동,기타외국인,외국인주민 총괄(동별),,67,83,66,90,122,95,91
금호4가동,한국국적을 취득한 자,외국인주민 총괄(동별),,29,26,27,31,35,29,30
금호4가동,외국인주민 자녀(출생),외국인주민 총괄(동별),,59,50,41,50,63,74,77
성수1가1동,합계,외국인주민 총괄(동별),,573,576,569,603,646,633,610
성수1가1동,외국인근로자,외국인주민 총괄(동별),,156,150,110,113,121,104,93
성수1가1동,결혼이민자,외국인주민 총괄(동별),,56,61,64,64,63,63,75
성수1가1동,유학생,외국인주민 총괄(동별),,19,8,9,16,12,24,19
성수1가1동,외국국적동포,외국인주민 총괄(동별),,116,104,124,131,124,139,127
성수1가1동,기타외국인,외국인주민 총괄(동별),,90,102,111,136,174,148,142
성수1가1동,한국국적을 취득한 자,외국인주민 총괄(동별),,60,76,82,74,71,73,63
성수1가1동,외국인주민 자녀(출생),외국인주민 총괄(동별),,76,75,69,69,81,82,91
성수1가2동,합계,외국인주민 총괄(동별),,745,797,730,802,750,576,526
성수1가2동,외국인근로자,외국인주민 총괄(동별),,212,213,172,156,137,102,68
성수1가2동,결혼이민자,외국인주민 총괄(동별),,39,56,44,54,53,52,50
성수1가2동,유학생,외국인주민 총괄(동별),,64,70,74,97,75,41,41
성수1가2동,외국국적동포,외국인주민 총괄(동별),,145,164,152,160,156,128,122
성수1가2동,기타외국인,외국인주민 총괄(동별),,162,177,176,217,216,142,128
성수1가2동,한국국적을 취득한 자,외국인주민 총괄(동별),,78,73,65,62,61,59,60
성수1가2동,외국인주민 자녀(출생),외국인주민 총괄(동별),,45,44,47,56,52,52,57
성수2가1동,합계,외국인주민 총괄(동별),,"1,275","1,184","1,169","1,225","1,177","1,139","1,006"
성수2가1동,외국인근로자,외국인주민 총괄(동별),,364,305,242,285,253,213,155
